,fnames,ssims
86,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test6.h5,0.97586083
87,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test6.h5,0.9771989
88,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test6.h5,0.9766189
89,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test6.h5,0.97722393
90,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test6.h5,0.97671527
91,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test6.h5,0.9793053
92,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test6.h5,0.98202306
93,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test6.h5,0.9837595
94,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test6.h5,0.98505515
95,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test6.h5,0.98943216
96,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.9673357
97,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.9683241
98,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.9690304
99,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.97127837
100,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.9738058
101,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.97597665
102,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.97729284
103,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.9800777
104,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.98156214
105,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.9795941
106,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.9827407
107,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.9856468
108,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.99036735
109,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,0.99666303
110,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,1.0
111,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test7.h5,1.0
112,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.97921944
113,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.9814084
114,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.9826195
115,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.9842339
116,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.9845121
117,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.9852507
118,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.98556685
119,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.986035
120,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.9870374
121,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.98759425
122,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.98756266
123,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.9875764
124,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.98796904
125,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.9902556
126,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.99368453
127,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test8.h5,0.9981849
128,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.97443664
129,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.97667676
130,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.9784893
131,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.9804556
132,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.98146176
133,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.98296493
134,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.9828182
135,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.9837746
136,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.98469573
137,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.9853203
138,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.9855569
139,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.9858027
140,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.98689026
141,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.9872956
142,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.9898122
143,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test9.h5,0.9946839
144,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.981851
145,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.98337525
146,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.9841541
147,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.9853864
148,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.98561853
149,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.98616076
150,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.98690915
151,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.9867763
152,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.988012
153,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.9885576
154,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.9894768
155,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.9905459
156,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.9922769
157,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.994784
158,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,0.9979989
159,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test10.h5,1.0
160,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.95012814
161,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.9412594
162,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.9446512
163,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.9530696
164,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.9542755
165,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.9601935
166,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.96510893
167,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.968504
168,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.97217715
169,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.97478926
170,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.9743394
171,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.97937477
172,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.98025644
173,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.9835059
174,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.98577064
175,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test11.h5,0.9887531
176,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.97977006
177,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.98222935
178,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.98381215
179,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.98498464
180,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.98597395
181,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.9869271
182,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.9876824
183,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.9873576
184,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.9877512
185,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.98895454
186,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.9896626
187,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.9902088
188,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.99141204
189,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.99276423
190,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.9937766
191,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test12.h5,0.99490064
192,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.9370115
193,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.93545437
194,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.944365
195,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.9486727
196,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.95751905
197,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.9616941
198,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.96664405
199,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.9665939
200,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.9716904
201,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.97091836
202,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.97584337
203,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.9707982
204,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.9763491
205,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.9749741
206,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.97986495
207,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test13.h5,0.98106045
208,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.9841813
209,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.98451394
210,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.98517513
211,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.9859269
212,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.9865153
213,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.98700416
214,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.9871496
215,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.98794156
216,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.9879261
217,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.9888281
218,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.9897928
219,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.99027276
220,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.9917133
221,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.9932038
222,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.9957314
223,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test14.h5,0.99851274
224,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.94748795
225,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.9535781
226,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.95584613
227,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.9623568
228,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.969185
229,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.9724761
230,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.9754455
231,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.9775602
232,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.9794853
233,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.9813948
234,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.98411953
235,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.9866843
236,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.9885179
237,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.99142754
238,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.9939463
239,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test15.h5,0.9964837
240,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.9768078
241,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.97835225
242,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.98124623
243,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.98093444
244,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.98272973
245,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.9841917
246,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.9841845
247,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.98549676
248,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.98697346
249,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.9881007
250,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.9889229
251,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.99072254
252,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.9929326
253,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.9955836
254,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.99829644
255,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test16.h5,0.99984187
256,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.98026544
257,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.9825656
258,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.9841976
259,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.9860388
260,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.98610693
261,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.9866866
262,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.98685414
263,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.98765266
264,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.98777413
265,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.9879735
266,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.9908365
267,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.99277896
268,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.9943914
269,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.9960931
270,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,0.9984458
271,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test17.h5,1.0
272,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.9300675
273,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.92700994
274,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.93202317
275,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.94017345
276,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.93981314
277,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.9368426
278,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.92826563
279,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.9368029
280,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.9452031
281,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.95892423
282,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.96629083
283,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.9726619
284,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.9756824
285,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.9847344
286,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.9872803
287,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test18.h5,0.9939496
288,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.9451383
289,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.95123315
290,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.9547587
291,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.96557784
292,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.96878177
293,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.9738787
294,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.9756066
295,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.9797276
296,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.98011464
297,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.9826413
298,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.98419255
299,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.9859099
300,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.9884118
301,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.98865825
302,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.9901273
303,result/JB/VarNet/reconstructions_forward/VarNet_test_sj/brain_test19.h5,0.99334246
